"x","y","std_beta","95CI_min","95CI_max","Fstat","pval","x_category","y_category","pval_fdr","pval_sig","pval_fdr_sig","std_beta_sig","std_beta_fdr_sig"
"Diabetes","T2w_median_WMH_deep","","","","0.0746045117519966",0.785245495413117,"Risk Factors","T2w",0.91420005679752,NA,NA,NA,NA
"Diabetes","T2w_median_WMH_PV","","","","0.436630419788922",0.510098201320029,"Risk Factors","T2w",0.802154653144376,NA,NA,NA,NA
"Diabetes","T2w_median_WMH_SWM","","","","0.12680302010634",0.722434044226919,"Risk Factors","T2w",0.895266689938577,NA,NA,NA,NA
"Alcohol","T2w_median_WMH","","","","1.23611329922391",0.268581292544526,"Risk Factors","T2w",0.674159156097507,NA,NA,NA,NA
"Alcohol","T2w_median_WMH_deep","","","","1.04170350894629",0.309605766188961,"Risk Factors","T2w",0.692915855367435,NA,NA,NA,NA
"Alcohol","T2w_median_WMH_PV","","","","1.00894829577542",0.317301018849281,"Risk Factors","T2w",0.692915855367435,NA,NA,NA,NA
"Alcohol","T2w_median_WMH_SWM","","","","0.3278687257427",0.568054308887772,"Risk Factors","T2w",0.819820027080793,NA,NA,NA,NA
"Smoking","T2w_median_WMH","","","","0.145769364401725",0.703328563423084,"Risk Factors","T2w",0.892473029143298,NA,NA,NA,NA
"Smoking","T2w_median_WMH_deep","","","","0.706924220099638",0.4022424134493,"Risk Factors","T2w",0.733727663826658,NA,NA,NA,NA
"Smoking","T2w_median_WMH_PV","","","","0.401680002148488",0.527503713780657,"Risk Factors","T2w",0.803499260679782,NA,NA,NA,NA
"Smoking","T2w_median_WMH_SWM","","","","0.0165547459351771",0.897851256912592,"Risk Factors","T2w",0.971298187778564,NA,NA,NA,NA
